minx,miny,maxx,maxy,isAffected
4.062796841044246,7.954945986835284,4.108443402295876,8.000030947657109,False
71.76870503534485,35.83705047902278,71.8107870929598,35.88862961614426,False
59.27739646569432,36.11871553430704,59.389888587896735,36.221906013835124,False
-49.968527060098126,-5.845954930433689,-49.86852706009813,-5.745954930433689,True
-89.00705244956704,17.130665327843754,-88.90705244956705,17.230665327843756,True
24.72679766536147,6.334398670629673,24.82679766536147,6.4343986706296725,True
12.980313140733625,0.7220988315985832,13.080313140733626,0.8220988315985833,True
-89.09414071649562,20.868089489105085,-88.99414071649562,20.968089489105086,True
116.8945840022252,38.55687481256312,117.81107214427601,39.44570974714837,False
44.352494108913504,32.420912783710364,44.50624610010004,32.58987478332459,False
69.532474580761,32.377553408710426,69.59950784268216,32.44429370411147,False
-61.647183279450346,-27.567840989890417,-61.54718327945035,-27.467840989890416,True
45.525540971516364,38.4562887870557,45.569771528602416,38.510724384293624,False
140.18686095607123,-7.676987839613095,140.28686095607125,-7.576987839613095,True
64.76675200719689,40.06029266652287,64.84447855740075,40.11067541899398,False
73.80635152082073,36.29957489332516,73.86518168485247,36.43301443333634,False
58.134427722684734,37.865370880351676,58.556685584590014,38.155231229921995,False
45.336624956856326,36.932973336833314,45.43666591716811,36.995074937059385,False
92.47309966964315,58.1574606399076,92.54389258327438,58.209991935377516,False
-60.146797914162065,-26.53065241409156,-60.04679791416207,-26.430652414091558,True
-89.8471693891384,19.235067055818174,-89.7471693891384,19.335067055818175,True
-70.747310480551,41.94483856550691,-70.63022849719579,42.00471853622746,False
44.525052706234305,33.06642072113654,44.67016215084527,33.21091968745269,False
48.96869897045669,-13.26659532545533,49.06869897045669,-13.16659532545533,True
72.5313027176735,33.32147434008816,72.66703715240254,33.39986013778993,False
106.56167898812303,16.24999168345934,106.66167898812303,16.34999168345934,True
5.097123037019742,7.977065161816867,5.152730416392899,8.009308366737983,False
72.00991597139779,36.121083701365066,72.06547458423915,36.166412824349365,False
15.317337851097534,10.24640109088675,15.417623061502553,10.301373757640377,False
-89.78403225704608,19.81113206234725,-89.68403225704608,19.911132062347253,True
72.5764687057727,31.99977033728554,72.77416605294604,32.18320974716504,False
127.3054727240717,49.3887838774604,127.36122652211697,49.421368884931425,False
104.00942774353598,52.16566388190613,104.15395117162313,52.25801443466493,False
46.07012106290193,43.1882223822369,46.12065035941646,43.26609544598212,False
82.80537495577278,45.37745577267354,82.89457607549002,45.52102705537497,False
44.42558983515261,44.02110809621037,44.4924277400994,44.0554509550099,False
-65.79755470996102,-19.61392607093822,-65.71377342386887,-19.535760080960827,False
7.37436914330064,8.999404029430238,7.591353444137837,9.166168651009556,False
-46.256254601543205,-8.557091818342348,-46.15625460154321,-8.457091818342347,True
74.4317910301873,42.7883201640626,74.7651816837469,42.97720372848492,False
3.697318425161029,7.7437155474658255,3.7300253975686246,7.79942068192976,False
43.72768943405413,34.51075657251947,43.776900335656364,34.566485915624625,False
11.867256788875988,6.024307366824551,11.96725678887599,6.12430736682455,True
49.0486367668272,33.46637176880223,49.08998626016631,33.52205250761399,False
