minx,miny,maxx,maxy
104.71320589596088,14.048192895457099,104.81320589596088,14.1481928954571
27.7845803128026,-11.180155765591152,27.8845803128026,-11.080155765591151
-89.21464146758129,17.54193729321301,-89.1146414675813,17.64193729321301
-62.41554792770279,-23.481563115326225,-62.315547927702795,-23.381563115326223
101.10005798377087,20.49028501188204,101.20005798377086,20.59028501188204
20.851987250695597,-6.307082767764879,20.9519872506956,-6.207082767764879
12.605062434740443,1.4283372698136245,12.705062434740444,1.5283372698136246
13.015924261537123,5.658413803252243,13.115924261537124,5.7584138032522425
-62.89565877925364,-17.33287707995683,-62.79565877925364,-17.23287707995683
-60.15382706281423,-24.854352604724728,-60.053827062814236,-24.754352604724726
-90.70073367679848,17.60119960161671,-90.60073367679848,17.70119960161671
12.93838962845659,0.5291034865434617,13.038389628456592,0.6291034865434618
104.83299410907989,13.507589166007017,104.93299410907989,13.607589166007019
-60.81231823262161,-23.751993951005993,-60.71231823262161,-23.65199395100599
-60.30439561221786,-22.32143073724117,-60.204395612217866,-22.221430737241167
11.781022371797482,5.388151852111115,11.881022371797483,5.488151852111114
18.47286603528691,-14.308100474162414,18.57286603528691,-14.208100474162412
13.004770087867966,5.786757640280167,13.104770087867967,5.886757640280167
14.08090183435744,0.7856191403149703,14.180901834357442,0.8856191403149704
-46.975258418260466,-11.157898992808779,-46.87525841826047,-11.057898992808777
38.338439258355564,-16.30346609546848,38.43843925835556,-16.203466095468478
27.947717685311297,-12.534694438370877,28.047717685311298,-12.434694438370876
24.17763087924084,3.1688705933046,24.277630879240842,3.2688705933046
-88.13587182713354,20.81668989003418,-88.03587182713355,20.91668989003418
-61.65246167018681,-17.62008379461605,-61.552461670186815,-17.52008379461605
-2.48672361760043,6.491872381995889,-2.3867236176004303,6.591872381995889
-89.20976280857157,18.948501315185318,-89.10976280857157,19.04850131518532
98.17976696832676,21.491934038730275,98.27976696832675,21.591934038730276
104.8851361977837,-3.221472137942768,104.98513619778369,-3.1214721379427686
-88.92764507756765,19.647222697026105,-88.82764507756765,19.747222697026107
106.56167898812303,16.24999168345934,106.66167898812303,16.34999168345934
-73.75623819763571,3.150723289875306,-73.65623819763572,3.250723289875306
-61.37958734336805,-22.464836733791227,-61.27958734336806,-22.364836733791225
105.99903306520487,12.011561311859026,106.09903306520486,12.111561311859028
104.31704123155828,13.435262936141736,104.41704123155827,13.535262936141738
-46.55393950170743,-13.028759361533414,-46.45393950170744,-12.928759361533412
-78.11289873455749,2.3481359591705204,-78.0128987345575,2.44813595917052
107.10692635934159,15.945064070049472,107.20692635934158,16.045064070049474
-1.2256245267350938,5.354242408415976,-1.1256245267350937,5.4542424084159755
16.445165741257103,-14.79215438566129,16.545165741257104,-14.692154385661288
11.514421612771105,1.8869854990734514,11.614421612771107,1.9869854990734515
27.050731793511332,3.098155324764125,27.150731793511333,3.198155324764125
107.01096981137077,15.401798043982353,107.11096981137077,15.501798043982355
12.613667247292858,5.962762246926563,12.71366724729286,6.062762246926563
-74.02866797016333,3.1965976644762057,-73.92866797016333,3.2965976644762054
-64.34799476682497,-27.462616833547557,-64.24799476682497,-27.362616833547555
-89.42441134891155,17.893790925525828,-89.32441134891155,17.99379092552583
-3.214670342133622,6.391674999074103,-3.114670342133622,6.491674999074102
11.769407273855602,4.577699472215927,11.869407273855604,4.677699472215926
14.248998227551622,0.08306212535920508,14.348998227551624,0.18306212535920507
26.242447569203676,-11.003646814654967,26.342447569203678,-10.903646814654966
106.29811501814159,16.344942376211133,106.39811501814158,16.444942376211134
109.43860651177233,1.130421784829667,109.53860651177233,1.230421784829667
104.7162004598372,13.206743687888268,104.81620045983719,13.30674368788827
106.72400737296742,15.246102282655238,106.82400737296742,15.34610228265524
106.31829180518751,16.242428449486834,106.41829180518751,16.342428449486835
39.104406360163,-15.543964105415387,39.20440636016299,-15.443964105415386
-10.038547755108613,8.968214484836116,-9.938547755108612,9.068214484836117
-64.82788984857221,-10.582388893139449,-64.72788984857222,-10.482388893139447
-63.32655045365971,-26.686115908860067,-63.22655045365972,-26.586115908860066
107.29069531975114,13.388961647355124,107.39069531975113,13.488961647355126
-69.46920491280682,-12.190746232078535,-69.36920491280682,-12.090746232078533
105.43622848897336,13.449484128401442,105.53622848897335,13.549484128401444
105.90400755801193,16.747043774216298,106.00400755801192,16.8470437742163
12.221126212300344,0.8523923055134709,12.321126212300346,0.952392305513471
12.539671917673848,1.30289138976793,12.63967191767385,1.40289138976793
-64.23044995476027,-17.6132302160969,-64.13044995476028,-17.513230216096897
106.4427585316793,11.97647109152958,106.5427585316793,12.076471091529582
12.659588733038598,4.741450467716096,12.7595887330386,4.841450467716095
-2.5262396435178216,6.476603212958589,-2.426239643517822,6.576603212958589
-64.4551584264054,-24.358902470697856,-64.35515842640541,-24.258902470697855
105.70485371932627,13.360246485634873,105.80485371932626,13.460246485634874
-60.594083032747655,-19.647582812799634,-60.49408303274766,-19.547582812799632
-10.78040903100606,7.584144471859939,-10.680409031006059,7.6841444718599385
44.06798294295538,-22.999109014259368,44.167982942955376,-22.899109014259366
-67.2974983094413,-15.155563469811783,-67.1974983094413,-15.055563469811782
12.578612665976067,4.864856331001114,12.678612665976068,4.964856331001114
-59.686561073834845,7.761632841725431,-59.58656107383485,7.861632841725431
105.52989673801252,13.237303085666792,105.62989673801252,13.337303085666793
106.2386736342804,12.212461226934314,106.3386736342804,12.312461226934316
103.05253868901362,-3.638294510734768,103.15253868901361,-3.5382945107347683
-61.647183279450346,-27.567840989890417,-61.54718327945035,-27.467840989890416
139.97521683203695,-7.941746905716541,140.07521683203697,-7.841746905716541
104.05592341911985,-3.067216071248446,104.15592341911984,-2.9672160712484463
13.271621589853286,1.8538635507611316,13.371621589853287,1.9538635507611317
-66.02916204660647,-16.09877442832705,-65.92916204660648,-15.99877442832705
-75.23649327471236,-9.076684986909866,-75.13649327471236,-8.976684986909865
145.53871747855158,-26.710612885016484,145.6387174785516,-26.610612885016483
-54.2455989461847,-14.73592147356923,-54.145598946184705,-14.635921473569228
12.144889404859232,1.4018630505748113,12.244889404859233,1.5018630505748114
150.14884742364907,-24.79940737844548,150.2488474236491,-24.69940737844548
-48.14307102964106,-10.886766551651304,-48.04307102964106,-10.786766551651302
27.748470641221257,-11.404335217522721,27.848470641221258,-11.30433521752272
48.96869897045669,-13.26659532545533,49.06869897045669,-13.16659532545533
-52.93898284015697,-15.455884960768667,-52.83898284015697,-15.355884960768666
40.32053803875954,-14.278629696082733,40.42053803875953,-14.178629696082732
-62.21683424272166,-18.33052821169987,-62.116834242721666,-18.23052821169987
105.63763339538478,12.168448514459119,105.73763339538478,12.26844851445912
141.14979900276398,-7.30994561501086,141.249799002764,-7.20994561501086
-89.38954613656998,16.730862530994678,-89.28954613656998,16.83086253099468
11.378114091262944,3.467855012803744,11.478114091262945,3.5678550128037436
106.14375495577089,12.319908448691555,106.24375495577088,12.419908448691556
48.58948048571577,-19.949189297348713,48.68948048571576,-19.849189297348712
11.839109706997387,3.4749455737778914,11.939109706997389,3.574945573777891
-71.52102557979798,3.3307128975581684,-71.42102557979798,3.430712897558168
104.86915270778375,13.687924868740408,104.96915270778375,13.78792486874041
27.434466904081408,-13.558946700356586,27.53446690408141,-13.458946700356584
-51.02810964845195,-13.04139871288879,-50.92810964845196,-12.94139871288879
-46.302547668716976,-10.611127055071613,-46.20254766871698,-10.511127055071611
-59.50636751106096,4.867346781048339,-59.406367511060964,4.967346781048339
40.35823322641687,-12.418014001466489,40.458233226416866,-12.318014001466487
115.00362425524504,-1.0120466688310208,115.10362425524504,-0.9120466688310207
104.69207166627146,13.93819248912525,104.79207166627145,14.038192489125251
107.13596249177267,12.838780990451777,107.23596249177267,12.938780990451779
-59.18868106839234,7.039578527391506,-59.08868106839235,7.139578527391506
-60.847139718546785,-20.364046159248414,-60.74713971854679,-20.264046159248412
-88.8693923312005,19.12681156418318,-88.7693923312005,19.22681156418318
100.79782208616135,21.462989944350454,100.89782208616134,21.562989944350456
-63.550649158575425,-28.159259644069817,-63.45064915857543,-28.059259644069815
-89.43088492990307,21.099249313461232,-89.33088492990308,21.199249313461234
-89.74844024926294,16.452366898012283,-89.64844024926295,16.552366898012284
97.80542031629281,23.84350364936741,97.9054203162928,23.94350364936741
12.28909725424251,1.236516317114224,12.389097254242511,1.336516317114224
-43.7322078080156,-7.713060514155793,-43.63220780801561,-7.613060514155793
14.871267846118513,1.1963944338493164,14.971267846118515,1.2963944338493165
-91.28585005604339,17.789573537525236,-91.18585005604339,17.889573537525237
-61.580034742823436,-19.95908215013202,-61.48003474282344,-19.859082150132018
-60.999583414237364,-15.938082399801736,-60.89958341423737,-15.838082399801735
-72.3252711403262,2.810113890459944,-72.2252711403262,2.9101138904599435
-73.93531362182651,2.175611751484683,-73.83531362182651,2.2756117514846825
-50.52605905103594,-11.04112753202655,-50.42605905103595,-10.941127532026549
-61.45392478434151,5.787799259989767,-61.353924784341515,5.887799259989767
-45.556975409766366,-5.876876598291568,-45.45697540976637,-5.776876598291568
-3.9345175124651393,7.588113767933252,-3.8345175124651396,7.688113767933252
-74.84130132052843,0.1268661468796387,-74.74130132052844,0.22686614687963874
-61.67006838926558,-21.646580370917977,-61.570068389265586,-21.546580370917976
11.559273756114695,6.241668725195171,11.659273756114697,6.341668725195171
24.841569544990772,-10.57838598897295,24.941569544990774,-10.47838598897295
13.096027820275873,0.46028917357070515,13.196027820275875,0.5602891735707052
153.08700615622612,-25.46624493603461,153.18700615622615,-25.366244936034608
-68.40122992203075,-9.294648310435559,-68.30122992203076,-9.194648310435557
-63.59024697642636,-14.69155013171185,-63.49024697642636,-14.591550131711848
43.32627649247988,-22.471163935937785,43.42627649247987,-22.371163935937783
-53.87243274458492,-14.645404974211885,-53.772432744584926,-14.545404974211884
-73.99649446729062,1.6763810089874016,-73.89649446729062,1.7763810089874017
-67.23821579070899,-15.733252084795236,-67.138215790709,-15.633252084795235
-89.00705244956704,17.130665327843754,-88.90705244956705,17.230665327843756
-61.335540592942664,-26.08464369456768,-61.23554059294267,-25.98464369456768
-60.29256091461018,7.690197428119908,-60.19256091461018,7.790197428119908
12.547035820826169,1.1675758223367387,12.64703582082617,1.2675758223367388
11.374751448914246,6.155112525772269,11.474751448914247,6.255112525772269
20.913168531528562,-15.354945707866346,21.013168531528564,-15.254945707866344
12.608739125737761,4.951814905526249,12.708739125737763,5.051814905526249
23.6623871581094,-13.329790833652698,23.7623871581094,-13.229790833652697
12.25390054448793,0.7584353241364203,12.353900544487932,0.8584353241364204
27.30990088749041,4.185684800760001,27.409900887490412,4.28568480076
13.326868672877076,0.5657473653696411,13.426868672877077,0.6657473653696412
-1.9988606968828873,5.83325282922724,-1.8988606968828872,5.933252829227239
11.21164059450269,4.17911097390834,11.311640594502691,4.27911097390834
-59.23499914579163,-21.460237821068244,-59.13499914579164,-21.360237821068242
114.96286137715455,-1.6611996807846225,115.06286137715455,-1.5611996807846225
-44.793686191597615,-8.583836773517456,-44.69368619159762,-8.483836773517455
-3.622932445414574,5.3283475770701925,-3.5229324454145745,5.428347577070192
-50.920777753215276,-14.706431948802338,-50.82077775321528,-14.606431948802337
-90.36920557678577,15.992250300336309,-90.26920557678578,16.09225030033631
-88.01975487500415,21.204729003632803,-87.91975487500416,21.304729003632804
-89.8471693891384,19.235067055818174,-89.7471693891384,19.335067055818175
19.822315369522098,-14.584490389942472,19.9223153695221,-14.48449038994247
-49.15966634450351,-12.59610474083265,-49.05966634450352,-12.49610474083265
28.709047727316904,-13.880601258166982,28.809047727316905,-13.78060125816698
107.1129473891716,14.896507037497257,107.21294738917159,14.996507037497258
